Timestamp,Transaction ID,Customer ID,Product ID,Product Category,Amount,Payment Method,Transaction Status,IP Address,Location,Device Type,Session Duration,Anomaly Indicator
51:18.6,a403f089-8010-45a0-9eba-7035179bb17e,2fcfb2d7-0194-4c83-a716-3f7420dbf5f2,ac5f791c-5e8f-4f7d-a588-1404d884cc48,Apparel,888.32,Credit Card,Completed,67.226.177.61,Los Angeles,Desktop,2120,Yes
51:37.9,1723d55b-7ef4-4568-8591-e0f33ad8aa66,1ea28139-d15e-46cc-b0da-f7e3083bd177,fdc7a96f-1e2b-4165-b5e1-a7bf6b3fc523,Electronics,335.28,Bank Transfer,Failed,149.200.165.236,Houston,Tablet,170,Yes
22:06.7,1242b98a-ea35-4fa4-8c07-0577b2eeec97,9312268e-0766-4dee-9d83-14e2972f46e1,8bd56c54-61d6-4c46-a752-5a67e4762e2d,Furniture,428.56,PayPal,Failed,209.205.116.40,New York,Desktop,819,Yes
09:39.5,309d3674-2816-48ac-af4c-1707715d34ea,7a01771f-d74e-4735-bc2c-69acd55bdaca,b74701f3-65b7-4cd4-8c42-e5da16ee4483,Toys,410.28,PayPal,Pending,49.239.118.5,New York,Mobile,64,Yes
35:26.2,e9bedc90-b125-4437-913c-3b49e82653e3,1f7f1fcf-feaa-4e8d-b1ac-6816a6d2e138,c2753534-c4f9-4d3b-b2e5-07c91cf67c8b,Furniture,642.49,Bank Transfer,Failed,54.244.178.55,Houston,Tablet,2754,Yes
03:37.0,9a04f358-5754-4570-9881-59a12184a6c5,45188a78-cc5f-43ae-954e-26dc8d374c86,d320d7eb-d42a-4427-b259-e6ec4c3012a1,Apparel,497.76,PayPal,Failed,214.235.231.105,New York,Mobile,2321,No
23:41.8,05678baf-5041-4324-abc7-271bf3c846f4,6fee1fc8-56e9-4af7-b666-7b564c803ca0,0ae058d1-2ade-4038-99b5-4efdb1715cca,Electronics,334.61,Credit Card,Completed,71.182.185.153,Chicago,Desktop,1070,Yes
49:01.9,f5ac5cd3-75ef-4bee-a914-0ebf05dc9784,e861e40e-31e6-46c0-bfc4-3330dccbf1de,585afe88-3135-4a7f-83e0-de3087254aac,Apparel,24.94,PayPal,Completed,136.77.7.14,Los Angeles,Mobile,1167,No
36:30.1,f0ebe438-c811-4a4b-97ec-819c96295dfe,75b338e1-eee6-4774-ad33-4b8c2aaf3738,9f6dc060-e28c-41d2-84cc-a1b782c56f62,Electronics,312.46,Credit Card,Failed,144.243.245.103,Phoenix,Tablet,712,Yes
35:05.2,3dbf795a-7ef3-4843-ba7e-4ee7134cd142,4425b71c-1578-4b27-a0c2-583bbc9276af,ba63a5c7-a7fa-4fd6-8885-c25910e55f5f,Toys,607.81,Debit Card,Failed,118.149.134.200,Houston,Mobile,1131,Yes
03:16.1,22abe2c0-cb29-463b-afa5-bd90aeee2d98,5047652e-bcc1-4359-8436-3195a5bb8729,cab96d14-de54-4940-bf87-30a5cd654952,Electronics,608.04,Bank Transfer,Failed,216.170.180.255,Chicago,Tablet,1885,Yes
56:00.1,84a51320-da82-416d-97b9-ce058e98e0f3,a928394d-29de-4050-9015-68ac4309b852,a5197b34-0b69-44aa-81c8-29ed27b031bb,Toys,397.71,Bank Transfer,Failed,151.129.246.142,Phoenix,Mobile,704,No
01:54.3,2121c238-f6d9-4c84-b0ab-d62e8e428ae8,f0014602-3546-4a62-8120-c6c335818566,1eadf60f-cb8f-4e01-810d-cff37ba60d56,Apparel,456.03,Debit Card,Failed,141.176.82.132,Chicago,Desktop,3143,No
15:08.5,88450217-cda5-474e-8a4b-7a598625c09b,be3cab68-4e5d-4abf-8838-899f7faa44d5,d3694bdf-8bd9-45e5-8d2d-df46ef41bb3b,Groceries,195.24,Debit Card,Pending,202.213.47.192,Los Angeles,Mobile,854,Yes
30:32.2,8ea75243-f91e-40ac-bdee-e7f6019811aa,819b559b-4557-42ee-be88-00b1341a784d,fb4f667a-0aa9-42f3-85bb-8b2ebb177e1a,Electronics,769.62,Bank Transfer,Failed,77.55.235.110,Chicago,Mobile,836,No
24:51.9,128cdde5-58f2-4060-afd6-c097f9dd4b77,8d37a819-29fe-48d5-8c9c-3c1a2a4a06a1,d38d9f95-5ef2-4f98-bc77-c714efebfaf5,Toys,443.64,Credit Card,Completed,148.80.22.52,Los Angeles,Tablet,2369,Yes
11:42.6,425f6560-3dcd-4528-b52d-3f8cd7b62fe3,9a92bbc0-3175-47ef-a55c-895191317fda,6a5e2b01-51d2-4a96-83cc-0be0835b9c0b,Apparel,183.45,Bank Transfer,Failed,118.14.41.163,New York,Desktop,1215,No
56:08.5,5e5ab54e-77b4-478f-b51f-8f755339a985,eb148f56-8165-4951-af35-bea27c4854f6,b1eedb8e-6773-429b-9395-48e2a02ea90f,Groceries,301.9,Debit Card,Failed,202.38.115.84,Houston,Mobile,1037,No
04:42.3,76b52350-da69-49a0-ab9a-92037902f99c,62fc0389-04d9-479f-b043-db6cdaeca590,2ff6672c-46d0-4f11-bcd5-feb37adc3d17,Apparel,450.03,Bank Transfer,Pending,59.135.158.45,New York,Tablet,1715,No
59:11.0,5d77b874-1efe-4b48-ba0a-5dd12e996a38,cf523dc0-4b23-4d23-a538-d3688dd6204a,937a728b-6cc3-4416-949d-5558e644ba30,Groceries,158.14,Bank Transfer,Failed,221.182.228.31,Phoenix,Mobile,1129,No
31:58.4,9775664d-3042-4e45-8576-59871e617096,eacf5915-74f9-473f-a952-7ebb677543a2,5144c44f-e110-4390-bf77-3e73fdaa7492,Furniture,614.64,Debit Card,Completed,21.141.99.89,Chicago,Desktop,3111,Yes
27:48.4,60f0f425-6c2c-41f7-841c-919714af3e89,a85fc269-b02c-45b5-8f0b-dc3439adec64,500f3aa0-8546-4238-8bd4-f4a161e6bdf5,Furniture,776.98,Debit Card,Pending,176.164.81.96,Houston,Desktop,660,Yes
54:08.4,2fd1dd97-b2ad-42bc-b67f-51e220e3584b,325ab364-87bb-4628-85f1-c41fb3b62f99,0adb6781-42f3-4a41-a996-6f117f41113c,Furniture,852.3,Debit Card,Completed,34.98.152.98,Los Angeles,Mobile,292,No
56:25.4,8b04c7ef-8b1a-497f-8870-45d05a1928f7,c099c829-45de-4fb7-8b53-7e9336f870e7,c11a0d5a-a55b-4ec1-8449-89ce174de3b7,Apparel,824.92,PayPal,Failed,94.105.81.93,Los Angeles,Mobile,906,No
04:32.1,96556edf-0d39-43a0-85bc-342ff1c076e5,e6dce557-e868-4178-8f77-988d7b46fa0e,86d57ed0-8749-4759-9576-f05c6b3fa37e,Groceries,836.96,Credit Card,Completed,19.9.56.235,New York,Desktop,3143,Yes
36:14.5,3a9e1a59-b154-4ac5-aa76-4edf389ef9ef,fbf95abc-c608-4bca-965e-3382fae5b845,a6ab3013-687c-4d1a-b8e4-e4f48b1c25f1,Furniture,899.56,Debit Card,Failed,105.74.199.118,Phoenix,Tablet,2116,Yes
16:35.6,7c21a14a-3909-4626-99b2-8411be336d18,5cea99ea-8223-4daa-8b49-59e8f7ae2979,9be841f1-9a5d-4ccd-b4c6-b0b2a80ef33a,Electronics,99,Debit Card,Failed,45.252.84.230,New York,Tablet,1919,Yes
40:08.3,a06a93f9-0170-4ea0-ad4d-d085ab5c1bcd,6c7ec724-b289-4ccc-aa5e-b3562c6c8dbc,2c4b9310-a5ba-4a10-b47a-234c2641f655,Electronics,220.67,Debit Card,Failed,19.86.34.214,Chicago,Desktop,2128,No
38:20.4,de504794-5c2b-48d9-b52c-f803d7ee646b,b166b86b-c084-4b28-b4d7-844934d5778a,5e554581-fcb0-4f81-953e-2d19b09f9338,Furniture,723.37,Credit Card,Completed,67.245.99.203,Chicago,Mobile,2982,No
18:48.7,98d057c5-a03e-47b4-a434-a971f5536091,6a9a9f34-8789-4e6e-8d5f-b5c4e378e647,3a8df9b5-1d86-4094-bbf5-f07094604921,Toys,499.63,Credit Card,Completed,156.133.233.32,New York,Desktop,3226,No
06:00.7,f4eed63b-701f-4c3b-b9f5-9bef981208c4,064f1db8-1da8-4917-af1d-006b5a47236d,6c1df572-e045-4676-9e9b-caf30b25d92d,Groceries,233.32,Credit Card,Pending,47.83.169.4,Chicago,Desktop,2291,Yes
42:34.8,5300a761-ebd3-4115-9e38-3cc7ae0f2aa6,15a4898b-6c53-48b8-b878-521c35fec4e2,e63f4df2-513c-4947-9303-45e47bf11bc3,Toys,205.09,PayPal,Completed,161.90.143.89,New York,Tablet,1976,Yes
52:39.1,602e9a24-b569-49b5-b9b2-b067f47016f8,47accf90-8031-4e1b-8afd-c5cb408e5662,4924af67-841b-4300-8120-61871f08345e,Toys,751.18,PayPal,Completed,66.182.200.23,Houston,Tablet,1354,Yes
42:03.4,71eacd84-46f5-43ab-80c1-317ee78892b1,3e172825-fd33-417b-b28d-6961819ecdba,63a210fa-ea8e-43f7-ae14-ac94b95c00b0,Apparel,422.83,Credit Card,Failed,55.166.5.197,Los Angeles,Mobile,2463,No
34:23.7,22552953-fa09-4c5e-88bc-6935af2fe49b,ca704fec-38e0-4c2b-9ff8-30fdc5748517,25dda6d9-3623-4d04-9ad6-05c54e2568ff,Apparel,852.23,Credit Card,Pending,216.197.43.66,Houston,Desktop,1880,Yes
44:15.5,3efa4ade-6aeb-424b-a631-7815983ccafd,24edcbfc-4769-49c3-9c7e-411eb8953fe1,aca15fc5-71d6-4199-8449-38b5f84f2d80,Electronics,370.31,Bank Transfer,Completed,82.86.88.177,Houston,Desktop,2238,No
41:50.6,30406917-7607-4790-bf2c-a49cd18b12b8,ff0ddd3e-d1bb-4fdd-84df-476527fe16cd,ce81cd72-21f0-44ab-a0f7-ce6866ed80a4,Furniture,290.09,Bank Transfer,Completed,25.229.230.55,New York,Tablet,2853,Yes
46:03.0,4100960f-2bf1-487c-a9e2-43c4108382fb,2d91c677-7692-4f4a-81fb-628eafbc1156,3c4680f9-3390-4e39-82dd-5f3901cbd04b,Toys,534.68,Bank Transfer,Completed,7.106.81.36,Chicago,Desktop,1984,Yes
23:58.8,4a272e0c-aaa3-451b-b522-1680f54a670e,51e9ea1f-26f3-4601-bd29-8c4ec3bda944,5463898a-a1f8-4949-a9c2-1491827f2733,Apparel,399.44,Debit Card,Completed,165.208.218.228,Phoenix,Tablet,2309,No
06:55.9,666d614d-4595-4934-bbba-52d5260d55a8,f0ec28a9-a51f-4604-b29d-a3a7f50b03d1,257504d2-bc80-4c27-b270-823d14ea3c17,Apparel,23.62,PayPal,Pending,193.183.3.69,Los Angeles,Desktop,684,Yes
32:42.2,9dc66159-f25e-4b90-9290-462fb588c335,c5e151b5-54a3-4e3b-8936-e3acfd72eec8,197741d9-078d-4284-acbf-ce47178891cc,Apparel,288.49,PayPal,Completed,119.183.223.28,New York,Desktop,1373,Yes
16:30.2,a188a533-012a-478a-acd8-9957cda6a5f2,d063134f-71b3-4595-a4af-dcfb4917d096,8901a0a2-ec58-4af6-8b55-3245c9ba06bf,Electronics,520.55,Debit Card,Completed,23.92.0.18,Phoenix,Tablet,2289,Yes
01:10.0,47a52104-fdf6-4ee6-93d8-4efc5b36c29d,f5647f52-08e4-4f98-bcce-6552d237009f,42f10240-5e1f-47dc-beee-83f51a1dee38,Electronics,837.05,Credit Card,Pending,211.174.64.221,Los Angeles,Mobile,1475,No
18:03.2,dc48893b-2539-4632-8072-590f6a79f9b9,ed305e25-62b4-45f9-a865-f23378870cfb,6a471cf2-9c1f-4775-95ee-927adc5dc40b,Apparel,223.2,Debit Card,Completed,136.136.39.134,New York,Tablet,2590,Yes
07:42.9,707a6f3a-d81c-4402-97c2-67c643711379,56255219-dc59-4f27-a64e-c30d290d37d7,a44e0ea3-9d46-4443-a6a8-79b3315e6ee8,Furniture,523.33,Debit Card,Failed,118.153.35.192,Phoenix,Desktop,429,Yes
17:53.3,7b8a41ec-615e-4550-b191-47633fb540f2,cd2affd5-97e9-4b37-a2c8-5fc2d7bc2a3d,bb8a267f-da88-4e6b-8696-0c83770c19fe,Groceries,861.46,Debit Card,Completed,91.145.106.76,New York,Desktop,3432,Yes
12:09.3,a4c41b99-024b-4c04-969c-5308efb49c31,e4820df7-6cf6-44e5-a956-fc26ae0f6070,96b8abae-507f-4b07-9525-2005f2a6813e,Electronics,980.76,Debit Card,Failed,112.111.142.241,Los Angeles,Mobile,1569,Yes
14:17.9,cd0f4ff4-e0ea-4c78-bc06-cc611335a5c9,dee844bd-1297-4f12-8d87-b33846a577c4,a5f111d2-01c5-4522-8300-c2a895a4f2de,Toys,547.05,Credit Card,Pending,219.69.37.103,Phoenix,Tablet,3348,Yes
33:09.1,93e8a895-ca10-405c-be69-3db6cbffce25,56dca662-5a0e-40b8-a40e-98876cb7048f,316d9ae5-ec8d-4e43-bac9-6e0265d18409,Furniture,158.31,Debit Card,Pending,116.78.155.90,New York,Tablet,2385,Yes
46:21.7,0aef11db-9361-4263-b48e-9c5b418f1188,66d216cb-b6ec-4f85-affd-69e28cdb6048,6e69b21c-6a4b-4e58-8408-fa3d447d6682,Furniture,846.82,Credit Card,Pending,202.35.234.109,New York,Mobile,3432,Yes
52:34.8,1c674fc4-c748-4723-ac5a-35b9e5339e72,b81573dc-9122-4028-898e-9a9573a0074b,e7d085d2-f824-4874-bc57-62fd6b2aeffb,Apparel,960,Credit Card,Failed,58.174.92.0,Los Angeles,Desktop,2995,No
21:09.8,1009fdd4-598f-4426-b14c-2cc1a2daf2af,41949d0a-e012-4f98-a9a7-b08264d3a360,ac14f56e-bb06-4b8e-887b-642a19139614,Electronics,469.76,PayPal,Failed,45.210.182.30,Phoenix,Desktop,3207,No
18:32.5,ea1813f8-b946-4813-8154-0d4cb0fcb673,ec93c9b7-4a72-4be5-b197-89dc8fe71af5,9bd4a063-b018-4e8f-8317-ee96d7cdc153,Groceries,203,PayPal,Failed,5.114.158.15,New York,Mobile,1186,No
28:15.3,37661ebe-80bf-4fc9-9f76-ce219a5cf050,070a86c5-f1ee-4c8e-8f34-f97110ecdeec,8b399d83-589f-4f4f-b8de-1b46c59436a3,Groceries,269.35,Credit Card,Failed,126.213.117.205,Houston,Desktop,2178,No
43:41.2,00588fbf-88bb-4256-8867-f750a708c717,72686887-d9fc-4ec9-8eab-975f8a8e6ab4,a3f19fad-7845-4bbd-93b3-cf478a64cb3e,Groceries,272.43,Debit Card,Pending,16.234.78.203,Phoenix,Mobile,1778,No
07:49.0,557c950b-df02-4c1b-aced-4043a1e85605,28bfbc71-be17-4ee2-9518-55a1267513cc,076e0d15-a933-41c1-b625-082ccfcfba3e,Electronics,145.86,PayPal,Failed,138.169.50.63,Houston,Tablet,422,Yes
21:12.2,39474e04-852a-4ae9-aac7-dd6cd21bbe08,af1374f7-95ce-4dbd-a27b-33b483d94b36,14833d93-b12f-446e-ab4a-665ddf22b2ea,Toys,475.96,PayPal,Pending,85.74.197.189,Phoenix,Tablet,1206,Yes
27:02.6,ab7ce17a-c4a5-441d-9398-f8907ba69a65,c864bd16-e1f9-4ee9-8ec7-408b281a3fdc,2e63774c-216f-46c6-8f8a-040462afdda5,Electronics,454.55,Bank Transfer,Failed,128.151.225.37,Los Angeles,Mobile,1156,Yes
12:28.8,5aa71b44-4c77-43e4-ab9b-cae551b09638,7337ad5c-1b0d-4764-8f89-c4e57e5d0aad,f57c0a33-daad-4fbf-ae4d-ff2059891840,Toys,688.49,PayPal,Pending,115.240.177.187,New York,Desktop,1721,No
56:30.4,06b999dc-3910-4339-b5b5-b13681e985d1,f5f6d262-c125-404a-b291-114e3c42c7f2,6638fc49-5063-4d7a-a9c5-d4f1bd6f981d,Furniture,152.6,Credit Card,Completed,151.81.187.7,New York,Tablet,2122,No
32:30.7,02f34fb1-7311-410d-b542-4937f85ce6b5,576c6122-f235-45f9-840d-14c461e4ee78,3cb2fa52-6056-483c-ba16-172632498021,Electronics,857.83,Debit Card,Pending,167.230.232.204,Phoenix,Desktop,3137,No
23:21.2,58e08abd-b0d9-4f9e-8f8d-3dafef796f54,1e2f76a4-e4a3-41e7-bc22-0243efc51560,352333f7-90c5-4213-8f20-631faad49777,Electronics,388.67,Debit Card,Pending,99.88.79.157,Phoenix,Tablet,1601,Yes
12:12.7,9c83bd20-9da9-49e5-af6a-7f4ad638f278,2c0ce392-06f4-45b6-b968-d5ac0376c9a4,ce42ca34-6e42-4ad8-b6b5-969107c0a464,Electronics,706.87,PayPal,Completed,33.89.103.140,Houston,Tablet,486,No
33:46.6,0ea8a2bb-2dd7-4398-90fd-1ae6073fd92a,adb80c15-f056-4325-95d9-47c396c74b24,39ee7b27-ca0d-4364-a010-33a1995721d7,Toys,161.67,Debit Card,Pending,201.195.74.148,Los Angeles,Desktop,2850,Yes
52:01.9,3e75d27f-6abb-48b8-b41f-ca88be1f4be0,74f29e6c-ed4f-467f-9948-f6c732c61fb4,97226ca7-8479-4fec-bad5-124b85cc922f,Toys,285.81,PayPal,Completed,57.53.128.1,Phoenix,Desktop,2662,Yes
57:58.0,ecc47e68-858b-41b1-ae24-23690c39d3f2,713de298-05b1-4b6e-977f-e0b8fe9e2880,5cba20ff-0a88-44d6-a054-d327c16cfb1c,Apparel,825.45,Debit Card,Completed,48.234.246.142,Los Angeles,Tablet,3066,No
05:57.7,9004ed8a-7e0f-4863-aa61-bcd673aad0e6,ebe2009b-0c93-49fe-ae10-31caf2689eb5,86416d5e-99b8-4b46-86fe-9e5534edaecb,Apparel,204.67,Credit Card,Completed,46.122.33.12,New York,Mobile,1225,Yes
51:33.4,aaff8e7a-604a-4de1-abb4-6bacc8721afd,1c9d8648-622b-48ca-aff7-c19ac847912e,702059c3-bbc4-4e17-b974-ddf71a491e75,Apparel,518.7,Bank Transfer,Pending,88.74.56.223,Chicago,Desktop,2508,Yes
04:05.7,64e14480-a70a-462f-bcfc-aa5388f99ab4,051dd3e8-903d-4c39-bde8-9ea06271e815,edefd97e-46f3-4162-9748-5988215ae304,Toys,788.1,Debit Card,Completed,34.173.23.253,Houston,Tablet,1532,Yes
21:34.0,71e8bffe-527f-4b13-8862-91d3f1fd248c,48b5b35e-3e11-4848-afb0-c9db697d6685,6d00fac5-eb55-421c-8e20-e06df71d4d19,Groceries,822.24,Debit Card,Completed,201.38.100.181,Houston,Tablet,1310,No
33:01.7,fbe6d9db-e566-4e42-b0f9-4f7ba0374a66,9ba9f079-1105-4844-a82b-746016fef304,5609ca59-9903-4c6c-9c5b-d9c505301f0a,Toys,819.1,PayPal,Failed,34.178.162.122,New York,Desktop,872,Yes
16:17.6,a152a154-bd9b-41c6-ac08-6a7be2649686,592fb91e-40a0-41df-bccb-41c0484b840a,c4331688-636d-4f8e-8d97-51aa63c5d1a2,Toys,845.17,Credit Card,Failed,106.5.21.149,Los Angeles,Tablet,983,No
41:47.6,6c9022f6-7b63-4c3a-8983-59a2453de4e7,11eb1546-831f-4755-89f5-b5aab0ebfe19,87b899ef-f99f-4a21-aa73-80afa2692ad3,Electronics,519.62,Bank Transfer,Pending,119.32.81.110,New York,Mobile,1213,Yes
14:20.6,eacbb04d-7299-4655-94f8-0d8ba37c8103,e7d78875-14b5-4e9d-ba9d-1204856c9cc0,476cfcfd-eb29-48d7-9b5b-8fa7fc54f65e,Groceries,864.1,Debit Card,Completed,117.24.194.122,Chicago,Tablet,2019,Yes
00:11.0,0435a11f-bf75-4075-bb1f-3db26621a1f7,0c7bb364-942c-4e92-a7ac-930291091d71,0d4a2b59-df08-4b63-ac22-30a62f2a0efe,Electronics,260.5,Bank Transfer,Failed,44.56.217.239,Phoenix,Tablet,91,Yes
42:51.6,733ddf33-4906-4044-811d-c4a60b4f9b07,294cf7c6-a3fb-43dd-bee1-889a4276b988,340cfd9c-226c-40a6-9d33-d907014859b5,Electronics,848.61,PayPal,Pending,184.143.52.0,Phoenix,Tablet,988,Yes
25:58.2,141b683f-159c-4802-aada-75d8d7ebbf69,ca1e83f2-317b-40b0-881c-b7f01ce765ac,2eb74f1f-d99b-4332-9380-0505d45ae50f,Electronics,720.38,Bank Transfer,Failed,90.230.129.45,Phoenix,Desktop,2530,No
33:25.4,b9f630cf-3543-40b4-826a-8d609a5190c2,550ee25e-b90d-4bc9-a0ba-565784d828a3,f311d15e-6f70-4cb5-89c9-3893623e0876,Apparel,663.69,Debit Card,Failed,71.132.76.35,Phoenix,Mobile,2673,No
27:53.7,add9bb97-ea1b-4fd6-870d-c2a650235abc,25f7bce3-c981-4938-986f-96a1a4bc0204,c7d901dc-3215-4afe-8e22-87611b97e078,Apparel,945.39,Debit Card,Completed,81.120.66.6,Chicago,Tablet,1590,Yes
51:28.5,60a7375b-05fa-4483-a830-1f3a6a35b6c8,a0dde035-6800-49be-b8a7-d331c9b8b7cd,c5d4258a-e352-428d-a937-412f88e8e0a0,Furniture,599.2,Credit Card,Failed,170.139.123.48,Houston,Desktop,3251,Yes
43:43.6,4ff96bf0-8c65-4850-bafb-6ccfc62c2186,5b32142d-6aae-40e6-b5b2-b504a775691a,0e6cfcbe-8bcd-4f33-a5b3-39ff6a946e20,Toys,638,PayPal,Failed,95.164.194.135,New York,Tablet,1350,Yes
04:23.8,33f3d124-61a5-400e-bec4-ce1d31dc6e5c,bdc52e27-49b3-40c4-b9ed-6b96a34811bc,987218f4-95a0-4709-b553-a545725c78e9,Furniture,267.6,PayPal,Pending,103.71.243.93,New York,Tablet,3332,Yes
15:05.4,828eece2-8d93-453a-878f-f3222e7b6e0b,7258af83-9d88-487d-bf9b-66467ff7ba6b,ffd9664c-48a3-4aa9-ac26-3ab239e4c4f6,Toys,393.07,PayPal,Failed,186.188.144.102,Chicago,Mobile,2860,No
27:51.1,078e0f45-6cfc-4a16-8f3b-ec7e8350d4a9,8126d6e4-196b-488f-b620-d98fffd3250e,2fbc6e91-bbe3-4a95-bb0d-e03d629fa8c1,Electronics,265.32,Credit Card,Completed,156.188.205.118,New York,Mobile,3113,Yes
24:43.8,f8b96962-fd1f-46b6-a520-080c45c6234b,1ff7a08e-d1b7-42c7-bc5a-82323f59738e,57ff8722-e6f8-4bb3-be09-503818e8de7c,Electronics,808.51,PayPal,Completed,78.49.61.52,New York,Mobile,398,Yes
51:12.6,2baae5f2-d1b3-4aec-b8bf-b31697a1d5be,1d0a4750-7382-48bd-a47e-493456dc789a,62914f56-0c8d-4831-9920-d91e7dbc2a7e,Electronics,289.02,Bank Transfer,Completed,222.211.243.173,Phoenix,Mobile,1288,No
27:56.5,387028e8-3d09-4a2f-b9c1-eff2e7e56f54,5ffd0e4d-cf93-4d64-aab8-5bfe1ad5ea40,df4c5445-bd30-4f88-9079-55d0bab4a0dc,Furniture,509.1,Credit Card,Pending,16.126.148.212,Phoenix,Desktop,1473,Yes
38:09.4,ef2063b0-3f94-4d37-ac89-ec3b41cabaac,f3bb4205-a516-4ab0-b468-b6e4d8fd2b07,a8a936c9-e077-4d01-8cbc-e4032256ac82,Furniture,970.75,Bank Transfer,Failed,76.217.97.123,Los Angeles,Desktop,1625,No
35:36.3,a2749b3e-e1b0-4449-8a91-40c1a22e540f,2b92ae74-9ed1-4669-ae5c-65f5641c5cd2,bf13e496-9370-4cab-87e3-705dd9591331,Toys,766.36,Bank Transfer,Failed,204.89.189.59,Houston,Tablet,3388,No
